relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,note,name_primary_description,item - featured,item - public,identifier_clio,identifier_omeka,language,language_authority,language_authority_identifier,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,note 2,note 3,note_filename,note_filename 2,note_filename 3,digitalOrigin,form,form_authority,form_authority_identifer,form_originalFormat,place,place_authority_identifier,relatedItem_Project,projectURL,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,genre,genre_authority,genre_authority_identifier 2,subject_topic 2,subject_topic _authority 2,subject_topic_authority_identifier 23,title,title_type,title_nonSort,title2,title2_nonSort,identifier_title,partName
Spanish Children's Drawings of the Civil War Collection,"Cabezón Camarero, Domiciana",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 12.,0,1,,omeka_8178,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 92,original filename: 92.tif,original filename: 92.jpg,original filename: 92v.jpg,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Is A House Next To The School And There Are Also Some Girls Skipping Rope.,translated,,Este Dibujo Es Una Casa Que Ta Alao De La Escuela Y Tambien Hay Unas Niñas Jugando A Cuerda.  ,,childrensdrawings_cgn_000,
Spanish Children's Drawings of the Civil War Collection,"Prat Ocariz, Antonio",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Mas-Eloi, France. Mas-Eloi was a Spanish children's colony in France. Signs on the doors say Panaderia (bakery) and carnicería (butcher shop).",Age 14.,0,1,,omeka_8161,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 75,original filename: 75.tif,original filename: 75.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Limousin (France),http://id.loc.gov/authorities/names/n81019994,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,War Scene.  Lines To Get Food.,translated,,Una Escena De La Guerra.  Las Colas Para Recoger Los Comestibles.  ,,childrensdrawings_chg,
Spanish Children's Drawings of the Civil War Collection,"Prat Ocariz, Antonio",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Mas-Eloi, France. Mas-Eloi was a Spanish children's colony in France. Signs on the doors say Panaderia (bakery) and carnicería (butcher shop).",Age 14.,0,1,,omeka_8161,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/limousin,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 75,original filename: 75.tif,original filename: 75.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Limousin (France),http://id.loc.gov/authorities/names/n81019994,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,War Scene.  Lines To Get Food.,translated,,Una Escena De La Guerra.  Las Colas Para Recoger Los Comestibles.  ,,childrensdrawings_chg_000,
Spanish Children's Drawings of the Civil War Collection,"Garcia, Fernando",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Pablo Iglesias, Godella, Spain",Age 11.,0,1,,omeka_8187,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 101,original filename: 101.tif,original filename: 101.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,"Godella (Valencia, Spain)",http://id.loc.gov/authorities/names/n80051061,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Mountains On The Manzanares River.  Fernando Garcia Of The Graphic Arts Colony At Godella In The San Mauro Farmhouse.  Leaving Madrid In The ""pablo Iglesias"" Group Which Evacuated To Godella, Valencia.",translated,,Monte Del Rio Manzanares.  Fernando Garciaa De La Colonia De Artes Graficos Sita En Godella En La Masía De San Mauro.  Evacuando De Madrid En La Colonia De Pablo Iglesias Sita En Godella (valencia).  ,,childrensdrawings_chq,
Spanish Children's Drawings of the Civil War Collection,"Garcia, Fernando",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Pablo Iglesias, Godella, Spain",Age 11.,0,1,,omeka_8187,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 101,original filename: 101.tif,original filename: 101.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,"Godella (Valencia, Spain)",http://id.loc.gov/authorities/names/n80051061,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Mountains On The Manzanares River.  Fernando Garcia Of The Graphic Arts Colony At Godella In The San Mauro Farmhouse.  Leaving Madrid In The ""pablo Iglesias"" Group Which Evacuated To Godella, Valencia.",translated,,Monte Del Rio Manzanares.  Fernando Garciaa De La Colonia De Artes Graficos Sita En Godella En La Masía De San Mauro.  Evacuando De Madrid En La Colonia De Pablo Iglesias Sita En Godella (valencia).  ,,childrensdrawings_chq_000,
Spanish Children's Drawings of the Civil War Collection,"Pascual Valladolid, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts bucolic landscape with mountains in background and workers on the land. Stamp: Guarderia infantil de guerra ""Travajadores de la  enseñanza"" V.G.T. Colony: Colonia Lobosillo, Lobosillo, Spain",Age 14.,0,1,,omeka_8098,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 12,original filename: 12.tif,original filename: 12.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Bucolic Landscape,,,,,childrensdrawings_cin,
Spanish Children's Drawings of the Civil War Collection,"Pascual Valladolid, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts bucolic landscape with mountains in background and workers on the land. Stamp: Guarderia infantil de guerra ""Travajadores de la  enseñanza"" V.G.T. Colony: Colonia Lobosillo, Lobosillo, Spain",Age 14.,0,1,,omeka_8098,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 12,original filename: 12.tif,original filename: 12.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Bucolic Landscape,,,,,childrensdrawings_cin_000,
Spanish Children's Drawings of the Civil War Collection,"Acosta Cepeda, Victoriano",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Stamp: Guardería Infantil de guerra ""Trabajadores de la enseñanza"" V.G.T. Depicts a man buying a newspaper : 'El liberal'. Colony: Colonia de Lobosillo, Lobosillo, Spain",Age 13.,0,1,,omeka_8111,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 25,original filename: 25.tif,original filename: 25.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Man Buying A Newspaper,,,,,childrensdrawings_cvo,
Spanish Children's Drawings of the Civil War Collection,"Acosta Cepeda, Victoriano",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Stamp: Guardería Infantil de guerra ""Trabajadores de la enseñanza"" V.G.T. Depicts a man buying a newspaper : 'El liberal'. Colony: Colonia de Lobosillo, Lobosillo, Spain",Age 13.,0,1,,omeka_8111,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 25,original filename: 25.tif,original filename: 25.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Man Buying A Newspaper,,,,,childrensdrawings_cvo_000,
Spanish Children's Drawings of the Civil War Collection,"Riera, Esther",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12-13,,,"December 13, 1937","Colony: Colonia El Bosque, El Palmar, Spain. Origin: Asturias. Dated: ""Dia 13 de Diciembre de 1937."" Stamp: Guaraderia infantil de guerra ""El Bosque."" Palmar (Murcia).",,0,1,,omeka_8186,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 100,original filename: 100.tif,original filename: 100.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Free Drawing: My House In Asturias.,translated,,Dibujo Libre:  Mi Casa De Asturias  ,,childrensdrawings_ebf,
Spanish Children's Drawings of the Civil War Collection,"Riera, Esther",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12-13,,,"December 13, 1937","Colony: Colonia El Bosque, El Palmar, Spain. Origin: Asturias. Dated: ""Dia 13 de Diciembre de 1937."" Stamp: Guaraderia infantil de guerra ""El Bosque."" Palmar (Murcia).",,0,1,,omeka_8186,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 100,original filename: 100.tif,original filename: 100.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Free Drawing: My House In Asturias.,translated,,Dibujo Libre:  Mi Casa De Asturias  ,,childrensdrawings_ebf_000,
Spanish Children's Drawings of the Civil War Collection,"Gonzalez Escrivá, Jose",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,,Age 14.,0,1,,omeka_8164,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 78,original filename: 78.tif,original filename: spanchldrndrwings_78.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Spain,http://id.loc.gov/authorities/names/n79006971,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,War Scene,translated,,Escena De Guerra ,,childrensdrawings_ebo,
Spanish Children's Drawings of the Civil War Collection,"Gonzalez Escrivá, Jose",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,,Age 14.,0,1,,omeka_8164,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/unknown,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 78,original filename: 78.tif,original filename: spanchldrndrwings_78.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Spain,http://id.loc.gov/authorities/names/n79006971,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,War Scene,translated,,Escena De Guerra ,,childrensdrawings_ebo_000,
Spanish Children's Drawings of the Civil War Collection,"Espinosa, Emiliano",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12-13,,,"December 13, 1937","Dated December 13, 1937, 1o curso. Colony: Instituto Lagasca, Madrid, Spain. Stamp: Instituto Nacional de 2a enseñanza. Lagazca. Madrid. Secretaria.",Age 13.,0,1,,omeka_8142,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 56,original filename: 56_800.tif,original filename: 56_800.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Madrid (Spain),http://id.loc.gov/authorities/names/n78089046,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Air Flight Over A City,,,,,childrensdrawings_eka,
