_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,note-1:note_value,note-1:note_type,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,title-1:title_sort_portion,title_type,title-1:title_non_sort_portion,title-2:title_sort_portion,title-2:title_non_sort_portion
childrensdrawings_cvo,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Acosta Cepeda, Victoriano",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 25. Child's Age: 13. Stamp: Guardería Infantil de guerra ""Trabajadores de la enseñanza"" V.G.T. Depicts a man buying a newspaper : 'El liberal'. Colony: Colonia de Lobosillo, Lobosillo, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of A Man Buying A Newspaper,,,,
childrensdrawings_cvo_000,asset,childrensdrawings_cvo,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8111,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,,,,,25.tif,filename,25.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of A Man Buying A Newspaper,,,,
childrensdrawings_ebf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Riera, Esther",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12-13,,,"December 13, 1937","Drawing no: 100. Colony: Colonia El Bosque, El Palmar, Spain. Origin: Asturias. Dated: ""Dia 13 de Diciembre de 1937."" Stamp: Guaraderia infantil de guerra ""El Bosque."" Palmar (Murcia).",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Free Drawing: My House In Asturias.,translated,,Dibujo Libre:  Mi Casa De Asturias  ,
childrensdrawings_ebf_000,asset,childrensdrawings_ebf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8186,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,,,,,100.tif,filename,100.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Free Drawing: My House In Asturias.,translated,,Dibujo Libre:  Mi Casa De Asturias  ,
childrensdrawings_ebo,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Gonzalez Escrivá, Jose",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 78. Child's age: 14.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Spain,http://id.loc.gov/authorities/names/n79006971,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,War Scene,translated,,Escena De Guerra ,
childrensdrawings_ebo_000,asset,childrensdrawings_ebo,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8164,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/unknown,,,,,78.tif,filename,spanchldrndrwings_78.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,War Scene,translated,,Escena De Guerra ,
childrensdrawings_eka,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Espinosa, Emiliano",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12-13,,,"December 13, 1937","Drawing no: 56. Child's Age: 13. Dated December 13, 1937, 1o curso. Colony: Instituto Lagasca, Madrid, Spain. Stamp: Instituto Nacional de 2a enseñanza. Lagazca. Madrid. Secretaria..",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Madrid (Spain),http://id.loc.gov/authorities/names/n78089046,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Air Flight Over A City,,,,
childrensdrawings_eka_000,asset,childrensdrawings_eka,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8142,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,,,,,56_800.tif,filename,56_800.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Air Flight Over A City,,,,
childrensdrawings_emy,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Terra, Berta",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 29. Child's Age: 10. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"My Sister Antonia, My Brother Antonio, My Sister Anita, My Father, The Customs-guard, And I When We Arrived At Cerbère.""",translated,,"Lo Mi Hermano Antonia; 2o Hermano Antonio;  Hermana Anita; 4o Mi Padre; 5o El Aduanaro Y 6o, Yo, En El  Momento De Llegra A Cerbère.  ",
childrensdrawings_emy_000,asset,childrensdrawings_emy,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8115,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,29.tif,filename,29.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"My Sister Antonia, My Brother Antonio, My Sister Anita, My Father, The Customs-guard, And I When We Arrived At Cerbère.""",translated,,"Lo Mi Hermano Antonia; 2o Hermano Antonio;  Hermana Anita; 4o Mi Padre; 5o El Aduanaro Y 6o, Yo, En El  Momento De Llegra A Cerbère.  ",
childrensdrawings_eok,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Lloveras Trebol, Maria Teresa",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 49. Child's Age: 10. Origin: Port-Bou Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Drawing Represents A House In Port-bou, Behind Which Is A Spring Of Very Cool Water And In The Summer People Come To Get It.",translated,,Este Dibujo Representa Una Casa De Port-bou Que Detras De Ella Haya Una Fuente De Agua Muy Fresca Y Por El Verano La Gente Ban A Buscar.  ,
childrensdrawings_eok_000,asset,childrensdrawings_eok,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8135,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,49.tif,filename,49.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Drawing Represents A House In Port-bou, Behind Which Is A Spring Of Very Cool Water And In The Summer People Come To Get It.",translated,,Este Dibujo Representa Una Casa De Port-bou Que Detras De Ella Haya Una Fuente De Agua Muy Fresca Y Por El Verano La Gente Ban A Buscar.  ,
childrensdrawings_epq,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Vinals Llorella, Carmen",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 133. Child's Age: 12. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows The Country-yard Of The School Where There Is A Boy And Five Girls;  The Girls Are Turning The Rope For A Smaller Girl So She Can Learn To Jump.,translated,,"Este Dibujo Representa El Patio De La Escuela Done Hay Un Niño Y Cinco Niñas, Las Niñas Estan [haciendo] Cuerda A Una Niña Más Pequeña Que Ellas Para Que Aprendan A Saltar.  ",
childrensdrawings_epq_000,asset,childrensdrawings_epq,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8219,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere4,,,,,133.tif,filename,133.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows The Country-yard Of The School Where There Is A Boy And Five Girls;  The Girls Are Turning The Rope For A Smaller Girl So She Can Learn To Jump.,translated,,"Este Dibujo Representa El Patio De La Escuela Done Hay Un Niño Y Cinco Niñas, Las Niñas Estan [haciendo] Cuerda A Una Niña Más Pequeña Que Ellas Para Que Aprendan A Saltar.  ",
childrensdrawings_era,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Marquez Martinez, Pablo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 46. Child's Age: 15. Stamp: Guarderia Infantil de guerra ""Trabajadores laa enseñanza."" V.G.T.. Colony: Colonia Lobosillo, Lobosillo, Spain .",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Life In The Country,translated,,Vida Del Campo  ,
childrensdrawings_era_000,asset,childrensdrawings_era,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8132,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,,,,,46.tif,filename,46.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Life In The Country,translated,,Vida Del Campo  ,
childrensdrawings_etc,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Barrera, Maruja",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 24. Child's age: 13.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Scene Of My Evacuation,translated,,Escena De Mi Evacuación ,
childrensdrawings_etc_000,asset,childrensdrawings_etc,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8110,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,24.tif,filename,24.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Scene Of My Evacuation,translated,,Escena De Mi Evacuación ,
childrensdrawings_etf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Moños, Alberto",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 106. Child's Age: 7. Colony: Colonia Escolar Colectiva, Burriana, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Borriana (Spain),http://id.loc.gov/authorities/names/n81141653,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Combat Between Two Tanks And Airplanes,,,,
childrensdrawings_etf_000,asset,childrensdrawings_etf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8192,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,,,,,106.tif,filename,106.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Combat Between Two Tanks And Airplanes,,,,
childrensdrawings_euf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Duran Gratacós, Maria",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 10. Child's Age: 11. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Drawing Shows Everyone From My House Arriving In Cerbère Carrying Packages, And There Is A House And A Customs Guard On Duty In Front Of It.",translated,,Este Dibujo Representa Con Todos Los De Mi Casa Que Llegamos A Cerbère Con Los Paquetes Y Luego Hay Una Casa Y El Caravinero En Frente Que Hace Guardia ,
childrensdrawings_euf_000,asset,childrensdrawings_euf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8096,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,10.tif,filename,10.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Drawing Shows Everyone From My House Arriving In Cerbère Carrying Packages, And There Is A House And A Customs Guard On Duty In Front Of It.",translated,,Este Dibujo Representa Con Todos Los De Mi Casa Que Llegamos A Cerbère Con Los Paquetes Y Luego Hay Una Casa Y El Caravinero En Frente Que Hace Guardia ,
childrensdrawings_fgs,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Garcia, Mauricio",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 68. Child's Age: 10. Colony: Benicasím. Hogar (Benicasím Orphanage).,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Benicásim (Spain),http://id.loc.gov/authorities/names/n97090986,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Air Combat Near Tunnel To France,,,,
