_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-2:note_type,note-2:note_value,note-3:note_type,note-3:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,omeka_identifier-1:omeka_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1.name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_usage_primary,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.value,location-1:location_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,digital_origin-1:digital_origin_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,abstract-1:abstract_value,note-1:note_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,_project.string_key
RBML_NYCCC_100131038_001,RBML_NYCCC_100131038,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131038,filename,httpwwwcolumbia_26e0914926.educgi-binculdevdlo2obj=rbml_nyccc_100131038,,[Page 1],,,2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/conservation/george,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131038_002,RBML_NYCCC_100131038,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131038a,filename,httpwwwcolumbia_12652c4957.educgi-binculdevdlo2obj=rbml_nyccc_100131038a,,Page 2,,,2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131037,,item,,,,,,Policy of Wise Conservation,259,5,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VI: Committees, 1822-1972",2,subseries,"Subseries VI.2: General Committees, 1822-1973",New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,TRUE,,,,,,,,,text,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1913,1913,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Conservation of natural resources,fast,http://id.worldcat.org/fast/00875502,,,,,,,Adirondack Mountains (N.Y.),lcsh,http://id.loc.gov/authorities/subjects/sh85000883,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131037_001,RBML_NYCCC_100131037,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131037,filename,httpwwwcolumbia_96b0dfc2f0.educgi-binculdevdlo2obj=rbml_nyccc_100131037,,Policy of Wise Conservation,,,2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/conservation/conservation1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131036,,item,,,,,,Disapproval of the Water Bill,259,5,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VI: Committees, 1822-1972",2,subseries,"Subseries VI.2: General Committees, 1822-1973",New York Chamber of Commerce. Special Committee on Conservation,corporate,naf,http://id.loc.gov/authorities/names/no2020122156,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,text,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 2, 1914",1914-04-02,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Conservation of natural resources,fast,http://id.worldcat.org/fast/00875502,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131036_001,RBML_NYCCC_100131036,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131036,filename,httpwwwcolumbia_a924b820e3.educgi-binculdevdlo2obj=rbml_nyccc_100131036,,Disapproval of the Water Bill,,,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/conservation/water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131035,,item,,,,,,Greenback Resolution,361,1,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,resolutions (administrative records),aat,http://vocab.getty.edu/aat/300027457,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 18th, 1869",1869-01-18,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Greenbacks,fast,http://id.worldcat.org/fast/00947665,Paper money,fast,http://id.worldcat.org/fast/01052532,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131035_001,RBML_NYCCC_100131035,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131035,filename,httpwwwcolumbia_53a461514b.educgi-binculdevdlo2obj=rbml_nyccc_100131035,,Greenback Resolution,,,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/crisis/costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131034,,item,,,,,,New York: The Magic Island,338,10,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1936,1936,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Views,fast,http://id.worldcat.org/fast/01166896,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,"Published for Chamber of Commerce of the State of New York by International Publicity Associates, Inc.",,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131034_001,RBML_NYCCC_100131034,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131034,filename,httpwwwcolumbia_95df1b0567.educgi-binculdevdlo2obj=rbml_nyccc_100131034,,Cover,,,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/prologue/impulse2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131033,,item,,,,,,Fraunces Tavern,338,10,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,Sons of the Revolution in the State of New York,corporate,naf,http://id.loc.gov/authorities/names/n86811348,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1966,1966,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,Fraunces Tavern Museum,corporate,naf,http://id.loc.gov/authorities/names/n80155702,,,,,,,,,,,,,,,,,Taverns (Inns),fast,http://id.worldcat.org/fast/01143596,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,"""This earliest known view of Fraunces Tavern is believed to represent the building as it was altered following a fire in 1832. From Valentine's Manual 1854""--Caption",,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131033_001,RBML_NYCCC_100131033,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131033,filename,httpwwwcolumbia_2db5eb8321.educgi-binculdevdlo2obj=rbml_nyccc_100131033,,Fraunces Tavern,,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131032,,item,,,,,,CXXVII. Annual Banquet of the Chamber of Commerce of the State of New-York,356,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"November 19, 1895",1895-11-19,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,Dinners and dining,fast,http://id.worldcat.org/fast/00893952,,,,,,,,,,,,,,"Part of pamphlet publications, 1895-1897",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131032_001,RBML_NYCCC_100131032,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131032-2,filename,httpwwwcolumbia_f871f2db09.educgi-binculdevdlo2obj=rbml_nyccc_100131032-2,,Menu,,,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/banquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131032_002,RBML_NYCCC_100131032,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131032,filename,httpwwwcolumbia_a63a739c73.educgi-binculdevdlo2obj=rbml_nyccc_100131032,,frontispiece,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/banquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131031,,item,,,,,The,Atlantic Cable Projectors,356,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series IX: Printed Materials, 1774-1977",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,"Huntington, Daniel, 1816-1906",personal,naf,http://id.loc.gov/authorities/names/nr91002048,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,text,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"May 23rd, 1895",1895-05-23,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Field, Cyrus W. (Cyrus West), 1819-1892",personal,naf,http://id.loc.gov/authorities/names/n85197407,"Cooper, Peter, 1791-1883",personal,naf,http://id.loc.gov/authorities/names/n88667949,"Field, David Dudley, 1805-1894",personal,naf,http://id.loc.gov/authorities/names/n85319057,"Roberts, Marshall O.",personal,naf,http://id.loc.gov/authorities/names/n2002067365,"Morse, Samuel Finley Breese, 1791-1872",personal,naf,http://id.loc.gov/authorities/names/n50070284,Transatlantic cables,fast,http://id.worldcat.org/fast/01736042,,,,,,,,,,,,,"The painting represents a meeting of the Atlantic Cable Projectors at the residence of Mr. Cyrus W. Field on Gramercy Park. Mr. Peter Cooper is presiding. Mr. Field is calling attention to a chart of Trinity Bay, pointing to Heart’s Content as a safe harbor for landing the cable. Mr. David Dudley Field stands by the President with a law book. Mr. Chandler White is handing estimates of expense to Mr. Marshall O. Roberts; next to whom, at the table, is Mr. Moses Taylor, listening to Mr. Field’s argument; near whom, at the end of the table, stands Mr. Wilson G. Hunt, who, though he joined them some time after their first organization, remained a staunch supporter of the project to the end. Prof. Samuel F. B. Morse, the Electrician of the Company, is standing behind Mr. Roberts, and by his side Mr. Daniel Huntington, the artist, sketching.","Part of pamphlet publications, 1895-1897",Press of the Chamber of Commerce,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131031_001,RBML_NYCCC_100131031,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131031,filename,httpwwwcolumbia_9914130a13.educgi-binculdevdlo2obj=rbml_nyccc_100131031,,Frontispiece of Painting,,,2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/science/cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131031_002,RBML_NYCCC_100131031,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131031-2,filename,RBML_NYCCC_100131031-2.jpg,,Page 32,,,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131030,,item,,,,,,Unemployment Situation,169,5,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,"Smull, J. Barstow",personal,naf,http://id.loc.gov/authorities/names/no2020126132,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"March 18, 1930",1930-03-18,,,TRUE,,,,reformatted digital,,,,,,,,,,,,,,,,,,,,,Unemployment,fast,http://id.worldcat.org/fast/01161213,Depressions--1929,lcsh,http://id.loc.gov/authorities/subjects/sh85037058,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,"Letter by J. Barstow Smull, Chairman, Executive Committee to the members of the Chamber, dated March 18, 1930. Published in the Bulletin of the Chamber of Commerce of the State of New York, March 1930.","Part of Bulletin Vol. 21, 1929 May-1930 April",,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131030_001,RBML_NYCCC_100131030,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131030,filename,httpwwwcolumbia_23ef9e9f74.educgi-binculdevdlo2obj=rbml_nyccc_100131030,,Unemployment Situation,,,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/workers/unemployment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131029,,item,,,,,,Accidents Graphic,169,4,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,December 1928,1928-12,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Traffic accidents,fast,http://id.worldcat.org/fast/01153997,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,"""New York's auto traffic moves with relatively few fatalities""--Caption","Part of Bulletin, Vol. 20, 1928 May-1929 April",,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131029_001,RBML_NYCCC_100131029,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131029,filename,httpwwwcolumbia_6090ceefa6.educgi-binculdevdlo2obj=rbml_nyccc_100131029,,"December Bulletin, Page 220",,,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/science/automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131028,,item,,,,,,Automobiles Graphic,169,4,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,December 1928,1928-12,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Automobiles,fast,http://id.worldcat.org/fast/00823232,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,"""1928 finds 1,630,713 passenger automobiles in use in New York""","Part of Bulletin, Vol. 20, 1928 May-1929 April",,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131028_001,RBML_NYCCC_100131028,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131028,filename,httpwwwcolumbia_e9258a5f5e.educgi-binculdevdlo2obj=rbml_nyccc_100131028,,"December Bulletin, Page 219",,,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/science/automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131027,,item,,,,,,"Party at the Imperial Brewery, Havana, January 25, 1928",169,3,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,still image,periodicals,aat,http://vocab.getty.edu/aat/300026657,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,group portraits,aat,http://vocab.getty.edu/aat/300124525,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 25, 1928",1928-01-25,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Judah, Noble Brandon, -1938",personal,,,"DeBost, William L. (William Ludlam), 1870-1951",personal,naf,http://id.loc.gov/authorities/names/no2020125181,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Col. Noble Brandon Judah, the new ambassador from the United States to Cuba is seated on Mr. DeBost's right""--Caption.",,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131027_001,RBML_NYCCC_100131027,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131027,filename,httpwwwcolumbia_04c00f047e.educgi-binculdevdlo2obj=rbml_nyccc_100131027,,"Party at the Imperial Brewery, Havana, January 25, 1928",,,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/politics/cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131026,,item,,,,,,Vehicular Tunnel Opened Under Hudson River,169,3,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series III: Bulletins, 1909-1970",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,TRUE,,,,,,,,,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,November 1927,1927-11,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Tunnels,fast,http://id.worldcat.org/fast/01158996,,,,,,,"Holland Tunnel (Jersey City, N.J., and New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh91003559,,,,"Part of Bulletin Vol. 19, 1927 May-1928 April",,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
