identifier_omeka,item - public,item - featured,note,form,keyDate_start,dateQualifier,digitalOrigin,physicalLocation,relatedItem_collection,languageOfCataloging,shelfLocator,place,place 2,name_primary,dateCreated,title,language,abstract,subject_topic,accessCondition,publisher,identifier_clio,source,note_filename,	typeOfResource,relatedItem_Project,location_url_ObjectInContext,note_ownership,rightsHolder
7407,1,0,original filename: 1202480092,printed ephemera,1979-01-07 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 79,,,Teaneck Artists Perform,"January 7, 1979","Emanuel Harp Trio program, pages 2 to 3",eng,"Jersey Hours, First performance","Kay, Ulysses, 1917-1995|Emanuel Harp Trio",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480092.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
7406,1,0,original filename: 1202480091,printed ephemera,1979-01-07 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 79,"Teaneck, New Jersey",,Teaneck Artists Perform,"January 7, 1979","Emanuel Harp Trio program, front cover",eng,"Page 1 of program; Jersey Hours, First performance","Emanuel Harp Trio|Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480091.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
7405,1,0,original filename: 1202480090,printed ephemera,1979-08-08 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 79,"Saratoga, New York",,Saratoga Performing Arts Center,"August 8, 1979","Saratoga Concert, unnumbered pages 24 to 25",eng,"Page of program gives information for the Philadelphia Orchestra performance of Johann Sebastian Bach's Toccata and Fugue in D minor, Ulysses Kay's Chariots: Orchestral Rhapsody, Beethoven's Symphony No. 5 in C minor, and Rachmaninoff's Concerto No. 2 in C Minor for Piano and Orchestra","Philadelphia Orchestra|Ormandy, Eugene, 1899-1985|Kay, Ulysses, 1917-1995|Bach, Johann Sebastian, 1685-1750|Beethoven, Ludwig van, 1770-1827|Rachmaninoff, Sergei, 1873-1943",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480090.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
7404,1,0,original filename: 1202480089,printed ephemera,1979-08-08 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 79,"Saratoga, New York",,Saratoga Performing Arts Center,"August 8, 1979","Saratoga Concert program, unnumbered page 23",eng,"Program of concert gives information for the Philadelphia Orchestra performance of Johann Sebastian Bach's Toccata and Fugue in D minor, Ulysses Kay's Chariots: Orchestral Rhapsody, Beethoven's Symphony No. 5 in C minor, and Rachmaninoff's Concerto No. 2 in C Minor for Piano and Orchestra","Philadelphia Orchestra|Ormandy, Eugene, 1899-1985|Kay, Ulysses, 1917-1995|Bach, Johann Sebastian, 1685-1750|Beethoven, Ludwig van, 1770-1827|Rachmaninoff, Sergei, 1873-1943",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480089.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
7403,1,0,original filename: 1202480088,printed ephemera,1968-09-27 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,"Atlanta, Georgia",,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999",1968 September 27,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 3",eng,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480088.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7402,1,0,original filename: 1202480087,printed ephemera,1968-09-27 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,"Atlanta, Georgia",,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999",1968 September 27,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 2",eng,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480087.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7401,1,0,original filename: 1202480086,printed ephemera,1968-09-27 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,"Atlanta, Georgia",,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999",1968 September 27,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 1",eng,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480086.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7400,1,0,original filename: 1202480085,printed ephemera,1951-05-02 1951-05-10,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,,,Eastman School of Music,"May 2-10, 1951","Twenty-first Annual Eastman School Festival of American Music, inside pages",eng,Program for the Twenty-first Annual Eastman School Festival of American Music at the University of Rochester,"Hanson, Howard, 1896-1981|Eastman School Festival of American Music",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480085.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/sinfonia-in-e,,
7399,1,0,original filename: 1202480084,printed ephemera,1951-05-02 1951-05-10,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,"Rochester, New York",,Eastman School of Music,"May 2-10, 1951","Twenty-first Annual Eastman School Festival of American Music, cover",eng,Program for the Twenty-first Annual Eastman School Festival of American Music at the University of Rochester,"Hanson, Howard, 1896-1981|Eastman School Festival of American Music",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480084.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/sinfonia-in-e,,
7398,1,0,original filename: 1202480083,printed ephemera,1971-02-21 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,,,Indiana University. School of Music,"February 21, 1971","Benefit Concert program, verso",eng,"Aulos for Solo Flute and Chamber Orchestra, First performance; composer biographies","Solum, John|Kay, Ulysses, 1917-1995|Robert, Walter, 1908-1999",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480083.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,,
7397,1,0,original filename: 1202480082,printed ephemera,1971-02-21 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 4,,,Indiana University. School of Music,"February 21, 1971","Benefit Concert program, recto",eng,"Indiana University School of Music 281st program of the 1970-1971 season, benefit concert; Aulos for Solo Flute and Chamber Orchestra, First performance","Solum, John|Walter, Robert, 1908-1999|Bach, Johann Sebastian, 1685-1750|Kuhlau, Friedrich, 1786-1832|Schubert, Franz, 1797-1828|Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480082.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,,
7396,1,0,original filename: 1202480081,correspondence,1989-03-21 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 19,"New York, New York",,"Luening, Otto, 1900-1996|Kay, Ulysses, 1917-1995","March 21, 1989",Letter of congratulations from Otto Luening to Ulysses Kay on Kay's retirement,eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480081.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,
7395,1,0,original filename: 1202480080,correspondence,1989-03-09 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 19,"Bronx, New York",,"Schuman, William, 1910-1992|Herbert H. Lehman College","March 9, 1989",Letter from William Schuman on celebration for the retirement of Ulysses Kay,eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480080.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,
7394,1,0,original filename: 1202480079,correspondence,1989-04-24 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 19,"New York, New York",,"Norman, Jessye|Kay, Ulysses, 1917-1995","April 24, 1989",Letter of congratulations from Jessye Norman to Ulysses Kay on his retirement,eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480079.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,
7393,1,0,original filename: 1202480078,correspondence,1989-02-07 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 19,,,"Bernstein, Leonard, 1918-1990|Kay, Ulysses, 1917-1995","February 7, 1989",Letter of congratulations from Leonard Bernstein to Ulysses Kay on Kay's retirement,eng,,,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480078.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,
7392,1,0,original filename: 1202480077,correspondence,1989-05-20 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Old Box 19,"Urbana, Illinois",,"Warfield, William|Herbert H. Lehman College","May 20, 1989",Letter from William Warfield on celebration for the retirement of Ulysses Kay,eng,,"Kay, Ulysses, 1917-1995",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480077.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,
7391,1,0,original filename: 1202480076,printed ephemera,1941-04-23 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1941",,,Eastman School of Music,"April 23, 1941","Symposium of Student Works for Orchestra, unnumbered page 4",eng,"This is page four of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.",Rochester Civic Orchestra|Eastman School of Music,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480076.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,,
7390,1,0,original filename: 1202480075,printed ephemera,1941-04-23 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1941","Rochester, New York",,Eastman School of Music,"April 23, 1941","Symposium of Student Works for Orchestra, unnumbered page 3",eng,"This is page three of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.",Eastman School of Music|Rochester Civic Orchestra,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480075.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,,
7389,1,0,original filename: 1202480074,printed ephemera,1941-04-23 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1941","Rochester, New York",,Eastman School of Music,April 23 1941,"Symposium of Student Works for Orchestra, unnumbered page 2",eng,"This is page two of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.",Eastman School of Music|Rochester Civic Orchestra,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480074.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,,
7388,1,0,original filename: 1202480073,printed ephemera,1941-04-23 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1941","Rochester, New York",,Eastman School of Music,"April 23, 1941","Symposium of Student Works for Orchestra, front cover",eng,"This is the front cover of the program for the performance in which Ulysses Kay's ballet ""Danse Calinda"" premiered. The ballet is based on a story by Ridgeley Torrence, written for theater orchestra.",Eastman School of Music|Rochester Civic Orchestra,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480073.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/eastman,,
7387,1,0,original filename: 1202480072,printed ephemera,1942-02-15 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1942","New York, New York",,League of Composers (U.S.),1942 February 15,"Program of Works by Young American Composers, recto",eng,"The League of Composers 19th Season

Includes performance of Piano Sonata by Ulysses Kay",,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480072.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
7386,1,0,original filename: 1202480071,printed ephemera,1947-01-12 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1947","New York, New York",,Dance Center,"January 12, 1947","Audition Winners Program, page 25",eng,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay. Final page of program lists upcoming events at the Dance Center",Dance Center,,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480071.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,,
7385,1,0,original filename: 1202480070,printed ephemera,1947-01-12 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1947","New York, New York",,Dance Center,"January 12, 1947","Audition Winners Program, page 3",eng,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay","Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480070.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,,
7384,1,0,original filename: 1202480069,printed ephemera,1947-01-12 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1947",,,Dance Center,"January 12, 1947","Audition Winners Program, page 2",eng,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay","Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480069.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,,
7383,1,0,original filename: 1202480068,printed ephemera,1947-01-12 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1947","New York, New York",,Dance Center,"January 12, 1947","Audition Winners Program, front cover",eng,"Program for a concert of audition winners at the Dance Center for the season 1946-1947; The Rope, Ulysses Kay","Goff, Eleanore|Davis, Miriam |Neumann, Natanya|Kobin Newman, Carrol|Taroff, Alix",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480068.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,,
7382,1,0,original filename: 1202480067,printed ephemera,1947-03-10 ,exact,reformatted digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Programs, 1947","New York, New York",,Juilliard School of Music,"March 10, 1947","Two Concerts of Music of the Twentieth Century, page 4",eng,"Program for two concerts of twentieth century music by Julliard School of Music at Carnegie Hall. Performed by the Julliard Orchestra and Chorus, conducted by Thor Johnson and Robert Shaw.","Johnson, Thor |Shaw, Robert, 1916-1999|Juilliard Orchestra |Juilliard Chorus ",,,,,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480067.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
