relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,name 4,nameType 4,nameRelator 4,name_authority 4,name_authority_identifier 4,name 5,nameType 5,nameRelator 5,name-authority 5,name_authority_identifier 5,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Mayhew, Henry, 1812-1887",personal,aut,naf,http://id.loc.gov/authorities/names/n50007320,"Mayhew, Augustus, 1826-1875",personal,aut,naf,http://id.loc.gov/authorities/names/n82228297,"Cruikshank, George, 1792-1878",personal,ill,naf,http://id.loc.gov/authorities/names/n80067117,,,,,,,,,,,1847,,,1847,,0,1,CLIO_1528688,omeka_4885,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_1_8,,NNC-RB,marcorg,,,,,GBF097.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Christopher Coover,David Bogue,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Fairies,fast,http://id.worldcat.org/fast/919878,,,,,,,,,,,,,,,,,,,The ,Good Genius That Turned Everything into Gold: The Queen Bee and the Magic Dress: a Christmas Fairy Tale; By the Brothers Mayhew; with Illustrations by George Cruikshank,judgingbookcover_ggt_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Sidney, Samuel, 1813-1883",personal,aut,naf,http://id.loc.gov/authorities/names/n85118624,,,,,,,,,,,,,,,,,,,,,1846,,,1846,,0,1,CLIO_5551059,omeka_4884,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_1_8,,NNC-RB,marcorg,B625.1 Si13,,,,GBF096.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Edmonds; and Vacher,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Locomotives,fast,http://id.worldcat.org/fast/1001752,,,,,,,,,,,,,,,,,,,,"Gauge evidence: The history and prospects of the railway system, illustrated by the evidence given before the Gauge commission",judgingbookcover_geh_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Rowfant Club (Cleveland, Ohio)",corporate,aut,naf,http://id.loc.gov/authorities/names/n50062745,,,,,,,,,,,,,,,,,,,,,1896,,,1896,,0,1,CLIO_6167172,omeka_4883,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,Number 55 of 176 numbered copies.,,GBF095.600.JPG,reformatted digital,,books,aat,Cleveland (Ohio),naf,http://id.loc.gov/authorities/names/n79086863,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,The Rowfant Club,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,The ,"Code of Regulations of the Rowfant Club: Names of Members, Fellowes, Officers, and the Personnel of the Committee",judgingbookcover_crr_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,Edinburgh University Union,corporate,aut,naf,http://id.loc.gov/authorities/names/nb2010028125,,,,,,,,,,,,,,,,,,,,,1886,,,1886,,0,1,CLIO_6056892,omeka_4881,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,,,GBF093.600.JPG,reformatted digital,,books,aat,Edinburgh (Scotland),naf,http://id.loc.gov/authorities/names/n79053770,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Imprinted at the University Press by T. & A. Constable, Printers to Her Majesty the Queen",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,The ,"New Amphion: Being the Book of the Edinburgh University Union Fancy Fair, in Which Are Contained Sundry Artistick, Instructive, and Diverting Matters, All Now Made Publick for the First Time",judgingbookcover_nab_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Camp, Walter, 1859-1925",personal,aut,naf,http://id.loc.gov/authorities/names/n80015475,,,,,,,,,,,,,,,,,,,,,1891,,,1891,,0,1,,omeka_4882,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,Harper Library,,GBF094.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,,American Football,judgingbookcover_amf_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Woolner, Thomas, 1825-1892",personal,aut,naf,http://id.loc.gov/authorities/names/n50048508,,personal,,,,,,,,,,,,,,,,,,,1864,,,1864,Second Edition.,0,1,CLIO_219906,omeka_4880,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,,,GBF092.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Francis J. Sypher,Macmillan and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Patterns,fast,http://id.worldcat.org/fast/1424065,,,,,,,,,,,,,,,,,,,,My Beautiful Lady,judgingbookcover_mbl_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Doyle, James E. (James Edmund), 1822-1892",personal,aut,naf,http://id.loc.gov/authorities/names/nr00026986,"Leighton, John, 1822-1912",personal,ctb,naf,http://id.loc.gov/authorities/names/nr93004137,"Evans, Edmund, 1826-1905",personal,egr,naf,http://id.loc.gov/authorities/names/n81059993,,,,,,,,,,,1864,,,1864,,0,1,CLIO_1803507,omeka_4879,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,Stamp cut by John Leighton (1822-1912),,GBF091.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,"Jeanne d'Arc, Griscom Collection","Longman, Green, Longman, Roberts, & Green",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,A,"Chronicle of England, B.C. 55-A.D. 1485, Written and Illustrated by James E. Doyle; the Designs Engraved and Printed in Colours by Edmund Evans",judgingbookcover_ceb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Safford, William H. (William Harrison), 1821-1903",personal,aut,naf,http://id.loc.gov/authorities/names/no89006791,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_1194356,omeka_4877,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,,,GBF089.600.JPG,reformatted digital,,books,aat,"Chillicothe (Ross County, Ohio)",naf,http://id.loc.gov/authorities/names/n79127928,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Philip Querido,"Ely, Allen & Looker",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,The ,Life of Harman Blennerhassett: Comprising an Authentic Narrative of the Burr Expedition: and Containing Many Additional Facts Not Heretofore Published,judgingbookcover_lhb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Valentine, D. T. (David Thomas), 1801-1869",personal,aut,naf,http://id.loc.gov/authorities/names/nr91011504,,,,,,,,,,,,,,,,,,,,,1863,,,1863,,0,1,,omeka_4878,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/coats_of_arms/item_1_7,,NNC-RB,marcorg,,,,,GBF090.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Elliott M. Sanger,D. T. Valentine,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,,,,,,,,,,,"Manual of the Corporation of the City of New York, 1863",judgingbookcover_mcc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1889,approximate,circa 1880s,,0,1,,omeka_4876,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_36_37,,NNC-RB,marcorg,,,,,GBF088.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Frederick Warne and Co.,"Scribner, Welford and Co.",eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,,"Aunt Louisa's Birthday Gift: Comprising Country Pets ; Pussy's London Life ; Frisky, the Squirrel ; Hector, the Dog ; With Twenty-Four Pages of Illustrations, Printed in Colours by Kronheim",judgingbookcover_alb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,S. S. S. (Sophia S. Simpson),personal,aut,naf,http://id.loc.gov/authorities/names/no98075868,,,,,,,,,,,,,,,,,,,,,1859,,,1859,,0,1,CLIO_1011284,omeka_4875,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_36_37,,NNC-RB,marcorg,,,,,GBF087.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Otis Clapp,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Urns,fast,http://id.worldcat.org/fast/1162994,,,,,,,,,,,,,,,,,,,,"Two Hundred Years Ago; or, A Brief History of Cambridgeport and East Cambridge, with Notices of Some of the Early Settlers. A Christmas and Birthday Gift for Young Persons",judgingbookcover_tya_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Harsha, D. A. (David Addison), 1827-1895",personal,aut,naf,http://id.loc.gov/authorities/names/n88664616,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_6174425,omeka_4874,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF086.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,H. Dayton,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/864319,,,,,,,,,,,,,,,,,,,The ,Heavenly Token: a Gift Book for Christians,judgingbookcover_htg_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Waterman, Catharine H. (Catharine Harbeson), 1812-",personal,aut,naf,http://id.loc.gov/authorities/names/no95008995,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_6181424,omeka_4873,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF085.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/864319,,,,,,,,,,,,,,,,,,,,"Flora's Lexicon: An Interpretation of the Language and Sentiment of Flowers: With an Outline of Botany, and a Poetical Introduction",judgingbookcover_fli_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Harris, Thomas Lake, 1823-1906",personal,aut,naf,http://id.loc.gov/authorities/names/n80034401,,,,,,,,,,,,,,,,,,,,,1854,,,1854,,0,1,CLIO_5551470,omeka_4872,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF084.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Partridge and Brittan,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/864319,,,,,,,,,,,,,,,,,,,A,Lyric of the Morning Land,judgingbookcover_lml_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1854,,,1854,,0,1,CLIO_5544152,omeka_4871,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,Volume 12,GBF083.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Edward Walker,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,"Odd-Fellows' Offering, for 1854. Contributed Chiefly by Members of the Order. With Elegant Illustrations",judgingbookcover_ofo_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,Uncle Thomas,personal,aut,,,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_5544031,omeka_4870,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,Uncle Thomas is a pseudonym.,,GBF082.600.JPG,reformatted digital,,books,aat,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,E. H. Butler & Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/927866,,,,,,,,,,,,,,,,,,,,"Christmas Blossoms, and New Year's Wreath, for MDCCCLI",judgingbookcover_cbn_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1859,questionable,circa 1850s,,0,1,CLIO_5542994,omeka_4868,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF080.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Phillips, Sampson & Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,"Lady's Gift; or, Souvenir of Friendship",judgingbookcover_lgf_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Friends of Freedom (Boston, Mass.)",corporate,aut,naf,http://id.loc.gov/authorities/names/nr95045051,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_5558966,omeka_4869,text,eng,,,NNC-RB,marcorg,,,,,GBF081.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,National Anti-Slavery Bazaar,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Bells,fast,http://id.worldcat.org/fast/830184,,,,,,,,,,,,,,,,,,,The ,Liberty Bell,judgingbookcover_lba_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1859,questionable,circa 1850s,,0,1,CLIO_5542994,omeka_4867,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF079.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Phillips, Sampson & Company",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/927866,,,,,,,,,,,,,,,,,,,The ,"Ladies' Gift; or, Souvenir of Friendship",judgingbookcover_lgs_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Mayo, Sarah C. Edgarton (Sarah Carter Edgarton), 1819-1848",personal,aut,naf,http://id.loc.gov/authorities/names/no91003419,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_5542625,omeka_4866,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF078.600.JPG,reformatted digital,,books,aat,Lowell (Mass.),naf,http://id.loc.gov/authorities/names/n79027238,Rochester (N.Y.),naf,http://id.loc.gov/authorities/names/n79026675,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Joshua Merrill,G. W. Fisher,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,fast,,,,,,,,,,,,,,,,,,,,The ,Flower Vase; Containing the Language of Flowers and Their Poetic Sentiments,judgingbookcover_fvc_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_5544105,omeka_4865,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF077.600.JPG,reformatted digital,,books,aat,Philadelphia (Pa.),naf,http://id.loc.gov/authorities/names/n78095520,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Henry F. Anners,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Hyacinths,fast,http://id.worldcat.org/fast/964459,,,,,,,,,,,,,,,,,,,,"Hyacinth: Or, Affection's Gift: A Christmas, New Year, and Birth-Day Present, for 1850",judgingbookcover_hag_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,0,1,CLIO_5573935,omeka_4864,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,NNC-RB,marcorg,,,,,GBF076.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,C. S. Francis & Co,Joseph H. Francis,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,Every Day Book; Containing Biographical Sketches; Personal Adventures; Incidents of Travel; Sketches in Natural History; Useful Information in Science; Poetical Selections; and Other Subjects Fitted to Interest and Enrich the Mind,judgingbookcover_edb_001,Cover,,
