note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
,,plimpton,item,plimpton_caf_000,,De Institutione Arithmetica,,2 pages,53,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff B828,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Erhard Ratdolt,1623900,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"May 20, 1488",1488-05-20,TRUE,,,Augsburg (Germany),,"Boethius, -524",http://id.loc.gov/authorities/names/n79029805,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Arithmetic,http://id.worldcat.org/fast/814484,fast,,,,,,,,
plmptn_036_001.jpg,filename,plimpton,asset,plimpton_caf_001,plimpton_caf_000,Page c1 verso - page c2 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_cap_000,,De Institutione Musica,,1 page,17,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 045,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Second half of 12th century,1150,TRUE,1199,approximate,Germany,,"Boethius, -524",http://id.loc.gov/authorities/names/n79029805,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Music theory,http://id.worldcat.org/fast/1030620,fast,,,,,,,,
plmptn_042_001.jpg,filename,plimpton,asset,plimpton_cap_001,plimpton_cap_000,Page 6? recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_cfa_000,,Spencerian key to practical penmanship,Spencerian key,"cover, title page",117,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A091 1866 Sp33,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,"Ivison, Blakeman, Taylor & Co.",1848589,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1866,1866,TRUE,,,New York,,"Spencer, H. C. (Henry Caleb)",http://id.loc.gov/authorities/names/n88638243,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_076_001.jpg,filename,plimpton,asset,plimpton_cfa_001,plimpton_cfa_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_076_002.jpg,filename,plimpton,asset,plimpton_cfa_002,plimpton_cfa_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_cly_000,,"De Rhetorica Seu de Arte Dicendi Libri Tres, Graecolat",Aristotelous Technēs rhētorikēs biblia tria,2 page,150,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Edward Griffin,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1619,1619,TRUE,,,London (England),,Aristotle,http://id.loc.gov/authorities/names/n79004182,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,"Rhetoric, Ancient",http://id.worldcat.org/fast/1096982,fast,,,,,,,,
plmptn_021_001.jpg,filename,plimpton,asset,plimpton_cly_001,plimpton_cly_000,2 unknown pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_cng_000,,American Preceptor; being a new Selection of Lessons for Reading and Speaking. Designed for the use of schools,,"title page, pages 90-91",125,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A808.8 1797 B,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by Manning and Loring for the Author,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1797,1797,TRUE,,,Boston (Mass.),,"Bingham, Caleb, 1757-1817",http://id.loc.gov/authorities/names/n81038934,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Readers,http://id.worldcat.org/fast/1090554,fast,,,,,,,,
plmptn_123_001.jpg,filename,plimpton,asset,plimpton_cng_001,plimpton_cng_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_123_002.jpg,filename,plimpton,asset,plimpton_cng_002,plimpton_cng_000,Pages 90-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_csy_000,,Photograph of Frances T.P. and George A. Plimpton,,1 photoprint,63,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,photographs,http://vocab.getty.edu/aat/300046300,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,series,1,"V: Photographs and Images, circa 1870s-1990s, undated",subseries,2,"V.2: Photographs and Negatives, circa, 1870s-1980s",,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1890s,1890,TRUE,1899,approximate,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",http://id.loc.gov/authorities/names/n85106396,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Plimpton family,http://id.worldcat.org/fast/262184,fast,personal,,,,,,,,,,,
plmptn_103_001.jpg,filename,plimpton,asset,plimpton_csy_001,plimpton_csy_000,Photograph of Frances T.P. and George A. Plimpton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ddz_000,,Quadripartitum,,2 pages,35,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff P1088,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Erhard Ratdolt,1079623,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"January 15, 1484",1484-01-15,TRUE,,,Venice (Italy),,"Ptolemy, active 2nd century",http://id.loc.gov/authorities/names/n50032768,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,"Astrology, Greek",http://id.worldcat.org/fast/819466,fast,,,,,,,,
plmptn_037_001.jpg,filename,plimpton,asset,plimpton_ddz_001,plimpton_ddz_000,Page 1 verso - page 2 recto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dei_000,,Education of Chaucer Illustrated from the Schoolbooks in Use in His Time,,cover,42,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton Ref R372 P712,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Oxford University Press,384621,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1935,1935,TRUE,,,London (England),New York (N.Y.),"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,"Chaucer, Geoffrey, -1400",http://id.loc.gov/authorities/names/n79027228,naf,personal,,,,,,,,,,,
plmptn_028_001.jpg,filename,plimpton,asset,plimpton_dei_001,plimpton_dei_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dhq_000,,Arithmetiqve made easie,,2 pages,29,,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 511 1630 W72,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed for Phil. Stephens and Chr. Meredith,1367030,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1630,1630,TRUE,,,London (England),,"Wingate, Edmund, 1596-1656",http://id.loc.gov/authorities/names/n79095246,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Arithmetic,http://id.worldcat.org/fast/814484,fast,,,,,,,,
plmptn_087_001.jpg,filename,plimpton,asset,plimpton_dhq_001,plimpton_dhq_000,2 unnumbered pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_div_000,,"Journal of an African Slaver, 1789-1792",,title page,45,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/slavery/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,Slavery Collection series,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,B326.1 J82,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,American Antiquarian Society,5535825,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1930,1930,TRUE,,,Worcester (Mass.),,American Antiquarian Society,http://id.loc.gov/authorities/names/n50055207,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Slavery,http://id.worldcat.org/fast/1120426,fast,,,,,,,,
plmptn_121_001.jpg,filename,plimpton,asset,plimpton_div_001,plimpton_div_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dlo_000,,Boke Named the Governour,,title page,126,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 370 1557 El9,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Thomas Marsh,6196599,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1557,1557,TRUE,,,London (England),,"Elyot, Thomas, Sir, 1490?-1546",http://id.loc.gov/authorities/names/n50011816,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Kings and rulers--Duties,http://id.worldcat.org/fast/987703,fast,,,,,,,,
plmptn_052_001.jpg,filename,plimpton,asset,plimpton_dlo_001,plimpton_dlo_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_drk_000,,"Telegram to George Arthur Plimpton, October 22, 1922",,1 page,3,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-4,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,3,3,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"October 22, 1922",1922-10-22,TRUE,,,Washington (D.C.),,"Harding, Warren G. (Warren Gamaliel), 1865-1923",http://id.loc.gov/authorities/names/n50023001,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,American Red Cross,http://id.loc.gov/authorities/names/n84161581,naf,corporate,,,,,,,,,,,
plmptn_150_001.jpg,filename,plimpton,asset,plimpton_drk_001,plimpton_drk_000,"Telegram to George Arthur Plimpton, October 22, 1922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dvc_000,,Lewis Farm,,1 photoprint,15,,photographs,http://vocab.getty.edu/aat/300046300,aat,still image,,,,,,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,series,1,"V: Photographs and Images, circa 1870s-1990s, undated",subseries,2,"V.2: Photographs and Negatives, circa, 1870s-1980s",,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Early 20th century?,1900,TRUE,1925,approximate,Walpole (Mass.),,,,,,,,,,,,,,,,,"Lewis Farm (Walpole, Mass.)",,,corporate,,,,,,,,,,,
plmptn_155_001.jpg,filename,plimpton,asset,plimpton_dvc_001,plimpton_dvc_000,Lewis Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dws_000,,"Letter to George Arthur Plimpton, April 24, 1926",,2 pages,60,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,5,2,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"April 24, 1926",1926-04-24,TRUE,,,,,"Morison, Stanley, 1889-1967",http://id.loc.gov/authorities/names/n80006191,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,,,Photography,http://id.worldcat.org/fast/1061714,fast,,,,,,,,
plmptn_106_001.jpg,filename,plimpton,asset,plimpton_dws_001,plimpton_dws_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_106_002.jpg,filename,plimpton,asset,plimpton_dws_002,plimpton_dws_000,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_dxy_000,,De Verborum Copia,,pages [44]-45,81,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-3,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 115,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Third quarter of the 15th century,1475,TRUE,1499,approximate,Italy,,Pseudo-Seneca,http://id.loc.gov/authorities/names/nr99011706,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Rhetoric,http://id.worldcat.org/fast/1096948,fast,,,,,,,,
plmptn_022_001.jpg,filename,plimpton,asset,plimpton_dxy_001,plimpton_dxy_000,Page 44 verso - page 45 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
