item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - Subrepository,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - ShelfLocation,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Date,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Source,item - DublinCore - Identifier,item - DublinCore - Type,item - DublinCore - Coverage 1,item - DublinCore - Coverage 2,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - OriginalFileLoadedIntoOmeka 13,item - OriginalFileLoadedIntoOmeka 14,item - AdditionalItemMetadata - Provenance 1,item - AdditionalItemMetadata - Provenance 2,item - AdditionalItemMetadata - Provenance 3,item - AdditionalItemMetadata - Provenance 4,item - OmekaCollection,project URL,item - ItemType,item in context 1,item in context 2,item in context 3
1,516,0,correspondence,,,1941,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Invitation to celebration of the first anniversary of the publication of Sotsialisticheskii Vestnik,Invitation to celebration of the first anniversary of the publication of Sotsialisticheskii Vestnik,,,,,,rus,,"Abramovitch, Raphael R., 1880-",Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,1941,"Invitation to the reception celebrating the first anniversary of the publication of the Men'shevik newspaper, Sotsialisticheskii Vestnik, in New York.

Moving from Europe to the USA, the Mensheviks continued to publish their newspaper Sotsialisticheskii Vestnik in New York (until the late 1960s). 

The invitation signed by the Organization Committee.",,Sotsialisticheskii Vestnik,,,,,,,,still image,,,,original filename: 2_11_01.jpg,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
1,515,0,manuscripts,,,1951-05-01,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Zadachi i taktiki RSDRP v e̋migrat︠s︡ii,Zadachi i taktiki RSDRP v e̋migrat︠s︡ii,,RSDRP Goals and Tactics in the Emigration,RSDRP Goals and Tactics in the Emigration,,translated,rus,,"Aronson, G. S. (Grigorīĭ Semenov)","Dvinov, Boris L.","Sapir, Boris",,"May 1, 1951","Living in exile, Aronson, Dvinov and Sapir still discussed the present and future of Russia, and dedicated their lives to fighting the Bol’shevik dictatorship.",,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,,,,,still image,,,,original filename: 2_10_01.jpg,original filename: 2_10_02.jpg,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
1,512,0,photographs,correspondence,,1916,1950-02-02,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,Zurich (Switzerland),New York (N.Y.),,,,,"Pavel Akselrod, Iulii Martov, and Aleksandr Martynov. Photograph with explanatory note","Pavel Akselrod, Iulii Martov, and Aleksandr Martynov",Photograph with explanatory note,,,,,rus,,"Dan, Lidii︠a︡","Sapir, Boris",,,"1916 ; February 2, 1950","Photo of Men’shevik leaders and accompanying explanatory note written by Lidiia Dan to Boris Sapir. The note describes a little quarrel between Martov and Aksel’rod caught on this photo.  

The photo was taken in Zurich in 1916, the note was written in New York on February 2, 1950.",,"Akselʹrod, P. B. (Pavel Borisovich), 1850-1928","Martov, L., 1873-1923","Martynov, A. S. (Aleksandr Samoĭlovich), 1865-1935",,,,,,still image,,,,original filename: 2_09_01.jpg,original filename: 2_09_02.jpg,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/fighters,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,
1,505,0,correspondence,,,1930-05-20,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Lincoln Steffens papers,,Paris (France),,,,,,Letter from Emma Goldman to Lincoln Steffens,Letter from Emma Goldman to Lincoln Steffens,,,,,,eng,,"Goldman, Emma, 1869-1940","Steffens, Lincoln, 1866-1936",,,"May 20, 1930","In 1919, the United States was caught up in hysteria over a network of communist operatives. “Red Emma,” as she was called, was declared a subversive alien and in December, along with Alexander Berkman and 247 others, was deported to Soviet Russia. Her stay there was brief. It did not take her long to realize that the Bolsheviks were neither lovers of freedom nor partisans of workers' control. What had been created there was a massive dictatorship.

She left Russia in 1922 and remained active, moving from country to country. She was prohibited from entering the United States.",,,,,,,,,,still image,,,,original filename: 2_05_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
1,504,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 163,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 163,,,,,eng,,,,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_08b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,503,0,books,,,1910,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Anarchism and Other Essays. Title page,Anarchism and Other Essays,Title page,,,,,eng,,"Goldman, Emma, 1869-1940","Havel, Hippolyte",,,1910,"Anarchism and other essays, by Emma Goldman, with biographic sketch by Hippolyte Havel",,,,,,Mother Earth Publishing Association,,,,still image,,,,original filename: 2_01_02.jpg,,,,,,,,,,,,,,"Gift of Arline Heimert from the library of Alan Heimert, 8/28/00",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
1,500,0,correspondence,,,1937-07-28,1937-08-12,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,,Correspondence between Rafail Abramovich and Emma Goldman,Correspondence between Rafail Abramovich and Emma Goldman,,,,,,rus,,"Abramovitch, Raphael R., 1880-","Goldman, Emma, 1869-1940",,,July 28 - August 12 1937,"Rafail Abramovich (Rein), born in Dvinsk, Russia 1880, died in New York 1963. One of the leaders of the Menshevik fraction of the Russian Social Democratic Labor Party and Yiddish and Russian journalist. In 1918, he narrowly escaped the death sentence in Russia. He left Russia for Berlin in 1920 and later emigrated to the USA.

Correspondence between Rafail Abramovich and Emma Goldman concerns the mysterious murder of his son, Mark Rein, who was evidently killed by communist agents in Spain in 1937. Besides Emma Goldman, Abramovich corresponded with many socialist colleagues in an attempt to ascertain the circumstances of his son's death, including Abraham Cahan, Karl Kautskii, and Norman Thomas.",,,,,,,,,,still image,,,,original filename: 2_07_01.jpg,original filename: 2_08_01.jpg,original filename: 2_06_01.jpg,original filename: 2_06_02.jpg,original filename: 2_06_03.jpg,original filename: 2_06_04.jpg,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
1,494,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 162,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 162,,,,,eng,,,,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_07b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,493,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,New York (N.Y.),,,,,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 161,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 161,,,,,eng,,,,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_06b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,492,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 133,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 133,,,,,eng,,"Mother earth (New York, N.Y.)",,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,,,still image,,,,original filename: 2_04_05b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,491,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 132,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 132,,,,,eng,,,,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_04b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,490,0,periodicals,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Trial and Conviction of Emma Goldman and Alexander Berkman. Page 131,Trial and Conviction of Emma Goldman and Alexander Berkman,Page 131,,,,,eng,,,,,,1917,"Mother Earth. New York, 1917, volume 12, number 5",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936",,,,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_03b.jpg,,,,,,,,,,,,,,Rare Book & Manuscript Library,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,,,
1,488,0,periodicals,,,1917-07,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,"Trial and Conviction of Emma Goldman and Alexander Berkman. Pages 129-133, 161-163",Trial and Conviction of Emma Goldman and Alexander Berkman,"Pages 129-133, 161-163",,,,,eng,,,,,,"July, 1917","In July 1917, Emma Goldman was sentenced to two years in prison as a result of her work in the No-Conscription League and her anti-war stand against World War I, which also caused Mother Earth to be shut down by the government. Article is on the her trial.

Published in Mother Earth, volume XII, number 5.",,"Goldman, Emma, 1869-1940","Berkman, Alexander, 1870-1936.",,,Mother Earth Publishing Association,,"Mother earth (New York, N.Y.)",,still image,,,,original filename: 2_04_01b.jpg,original filename: 2_04_04.jpg,original filename: 2_04_02b.jpg,original filename: 2_04_07.jpg,original filename: 2_04_08.jpg,original filename: 2_04_03b.jpg,original filename: 2_04_06.jpg,original filename: 2_04_05.jpg,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
1,487,0,periodicals,,,1917-02,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,To Birth Control,To Birth Control,,,,,,eng,,"Pease, Fred A.","Goldman, Emma, 1869-1940",,,"February, 1917","Poem on birth control, written by Fred A. Pease in Mother Earth magazine.",,,,,,Mother Earth Publishing Association,,"Mother earth (New York, N.Y.). Volume XI, number 12",,still image,,,,original filename: 2_03_01b.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
1,486,0,correspondence,,,1913-09-18,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Edna Kenton Correspondence,,New York (N.Y.),,,,,,Letter from Emma Goldman to Edna Kenton,Letter from Emma Goldman to Edna Kenton,,,,,,eng,,"Goldman, Emma, 1869-1940","Kenton, Edna, 1876-1954",,,"December 18, 1913",Emma Goldman wrote to Edna Kenton to ask for help advertising a series of lectures at the Berkley Theatre.,,,,,,,,,,still image,,,,original filename: 2_02_01b.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
1,485,0,books,,,1910,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,,,,,,New York (N.Y.),,,Anarchism and Other Essays. Frontispiece,Anarchism and Other Essays,Frontispiece,,,,,eng,,"Kajiwara, T. (Takuma), 1876-1960","Goldman, Emma, 1869-1940","Havel, Hippolyte",,1910,"Portrait of Emma Goldman, published on the frontispiece of Anarchism and other essays, by Emma Goldman, with biographic sketch by Hippolyte Havel.",,"Goldman, Emma, 1869-1940",Anarchism,,,Mother Earth Publishing Association,,,,still image,,,,original filename: 2_01_01.jpg,,,,,,,,,,,,,,"Gift of Arline Heimert from the library of Alan Heimert, 8/28/00",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/fighters,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,
1,483,0,postcards,,,1917,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Pavel Nikolaevich Miliukov papers,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,,"Robert Wittenberg, Belka's first husband (an army doctor)","Robert Wittenberg, Belka's first husband (an army doctor)",,,,,,rus,,,,,,1917,"Postcard, one side a photo of man in army uniform, other side has writing in Russian and English.",,"Wittenberg, Robert",,,,,,,,still image,,,,original filename: 1_05_01.jpg,original filename: 1_05_02.jpg,,,,,,,,,,,,,"Gift of heirs, 1954",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
1,481,0,postcards,,,1912,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Bukhoro (Uzbekistan),,,,,,Yasha - a Jewish soldier from Bukhara,Yasha - a Jewish soldier from Bukhara,,,,,,rus,,,,,,1912,Postcard with photograph of young man in soldier's suit; back of postcard has writing in English and Russian.,,,,,,,,,,still image,,,,original filename: 1_03_01.jpg,original filename: 1_03_02.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
1,478,0,periodicals,,,1880,1910,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,,,,Berdychiv (Ukraine),,,"Shlang, Second issue. Cover page, pages 15-16, and back page","Shlang, Second issue","Cover page, pages 15-16, and back page",,,,,yid,,,,,,Between 1880 and 1910,"Second issue of the satirical Yiddish journal Der Shlang (The Snake) published in the small Ukrainian shtetl of Berdichev (cover page, pages 15-16, and back page are on display)",,,,,,,,,,still image,,,,original filename: 1_12_01.jpg,original filename: 1_12_02.jpg,original filename: 1_12_03.jpg,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/introduction,,
1,477,0,printed ephemera,,,1905-10-22,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,Odesa (Ukraine),,,,,,Appeal to the Christians of the City of Odessa,Appeal to the Christians of the City of Odessa,,Vozzvani̋e kʺ khristīanamʺ goroda Odessy,Vozzvani̋e kʺ khristīanamʺ goroda Odessy,,translated,rus,,"Dmitrii, Archbishop of Kherson and Odessa",,,,"October 22, 1905","""Appeal to Christians of Odessa"" by Dmitrii, Archbishop of Kherson and Odessa, to save thousands of Jews wrongly accused of various acts.",,,,,,,,,,still image,,,,original filename: 1_11_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
1,476,0,periodicals,,,1905-06-20,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,Odesa (Ukraine),,,Moscow (Russia),,,Odesski̋e dni: Razskazʺ ochevidt︠s︡a,Odesski̋e dni: Razskazʺ ochevidt︠s︡a,,,,,,rus,,,,,,"June 20, 1905","The anonymous author of the article describes the uprising on the battleship Potemkin and a riot in the city of Odessa in 1905, for which he blames the Jews.",,,,,,,,,,still image,,,,original filename: 1_10_01.jpg,original filename: 1_10_02.jpg,original filename: 1_10_03.jpg,original filename: 1_10_04.jpg,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
1,475,0,printed ephemera,,,1900,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,Umanʹ (Ukraine),,,,,,Vidozva,Vidozva,,,,,,ukr,,Cyril and Methodius Fraternity in Uman,,,,between 1900 and 1920,"Appeal of the Cyril and Methodius Fraternity in Uman, Ukraine. Large numbers of pogroms were registered in the small Uman, where women and children were killed and wounded. This appeal from the members of the Cyril and Methodius Fraternity calls for common sense and Christian virtues to stop violence against Jews.",,,,,,,,,,still image,,,,original filename: 1_09_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
1,474,0,printed ephemera,,,1906,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,,Soi︠u︡zʺ Russkago Naroda,Soi︠u︡zʺ Russkago Naroda,,,,,,rus,,Soi︠u︡zʺ russkago naroda,,,,Probably 1906,An appeal to elect the Soi︠u︡zʺ russkago naroda (The Union of the Russian People) candidates to the State Duma.,,Soi︠u︡z russkogo naroda,,,,,,,,still image,,,,original filename: 1_08_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/soiuz_russkago_naroda,,
1,473,0,printed ephemera,,,1910,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Zosa Szajkowski Collection,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,,Grazhdane Evrei,Grazhdane Evrei,,,,,,rus,,Central Jewish Committee for Help Victims of the War,,,,1910 to 1920,"Appeal by the Central Jewish Committee for Help Victims of the War, addressed to the ""Jewish Citizens"". The Committee is asking for assistance for victims of the numerous pogroms in Tsarist Russia.",,Pogroms--Russia,,,,,,,,still image,,,,original filename: 1_07_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
1,472,0,pamphlets,,,1900,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Sergei Grigor'evich Svatikov Papers,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,,"Perevody ""Protokolovʺ""","Perevody ""Protokolovʺ""",,"Translators of the ""Protocols""","Translators of the ""Protocols""",,translated,rus,,"Nilus, Sergi︠e︡ĭ, 1862-1930",,,,between 1900 and 1920,"An instruction manual on how to translate The Protocols of the Elders of Zion. 

The Protocols of the Elders of Zion is the infamous Russian literary hoax published by the Tsar's secret police. A key element of anti-Semitic thought has been the belief that Jews influence or control world events. The author of the manual instructs translators to use the Russian version as their principal text but to make all necessary additions and corrections in their translations for each specific country.",,Protocols of the wise men of Zion,,,,,,,,still image,,,,original filename: 1_13_01.jpg,original filename: 1_13_02.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/protocols_zion,,
1,471,0,correspondence,,,1910,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Pavel Nikolaevich Miliukov papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Anonymous letter to Pavel Miliukov,Anonymous letter to Pavel Miliukov,,,,,,rus,,,,,,Between 1910 and 1920,A vicious anti-Jewish propaganda letter accusing the entire Jewish community of ritual murders and collaboration with evil. Letter addressed to Pavel Miliukov.,,,,,,,,,,still image,,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",original filename: 1_06_01.jpg,original filename: 1_06_02.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,
1,470,0,manuscripts,,,1910,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Pavel Nikolaevich Miliukov papers,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,,Glubokouvazhaemyĭ Pavelʺ Nikolaevichʺ,Glubokouvazhaemyĭ Pavelʺ Nikolaevichʺ,,Esteemed Pavel Nikolaevich,Esteemed Pavel Nikolaevich,,translated,rus,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",,,,between 1910 and 1920,"Petition, with signatures, addressed to Pavel Miliukov and signed by Jewish officers and soldiers who had already served in various military campaigns. They opposed the law prohibiting Jews from serving in the Army. 

Pavel Miliukov (1859-1943) was one of the founders of the liberal Kadet (Constitutional Democratic) party, represented in the State Duma, and a prominent Russian liberal politician of pre-revolutionary years.",,,,,,,,,,still image,,,,original filename: 1_04_01.jpg,original filename: 1_04_02.jpg,original filename: 1_04_03.jpg,original filename: 1_04_04.jpg,original filename: 1_04_05.jpg,original filename: 1_04_06.jpg,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
1,469,0,manuscripts,,,1910,1920,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Pavel Nikolaevich Miliukov papers,Bakhmeteff Archive of Russian and East European History and Culture,Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine),,,,,,"Petition to Pavel Miliukov signed by ""All residents of Zaporozh'e""","Petition to Pavel Miliukov signed by ""All residents of Zaporozh'e""",,,,,,ukr,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",,,,between 1910 and 1920,"Petition demanding that Jews be prohibited from serving in the Army.

Pavel Miliukov (1859-1943) was one of the founders of the liberal Kadet (Constitutional Democratic) party, represented in the State Duma, and a prominent Russian liberal politician of pre-revolutionary years.",,,,,,,,,,still image,,,,original filename: 1_02_01.jpg,original filename: 1_02_02.jpg,,,,,,,,,,,,,"Gift of heirs, 1954",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
