_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_mkj,Community Service Society records,,,,photographs,,,,,,,,,1902,1909,questionable,between 1902 and 1909,Boy with Package and Group of Children,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,"Box 298, photo #2088",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children,,,Boys,,,,,,New York (N.Y.),,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_mkj,meltingpot_mkj_000,,,omeka_839,,,,,,,,,,,,,,,Boy with Package and Group of Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_11_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/street-scenes,,
,,item,,meltingpot_mnn,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1939,1940,inferred,1939-1940,List of artists and companies brought by Sol Hurok to the USA,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in the souvenir program of the Ballet Russe de Monte Carlo,,"Hurok, Sol, 1888-1974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_mnn,meltingpot_mnn_001,,,omeka_756,,,,,,,,,,,,,,,Unnumbered page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_19_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,
,,item,,meltingpot_muu,Boris Sapir papers,,,,manuscripts,,,,,,,,,1951-05-25,,,"May 25, 1951",Osoboe mnenie t. M. Peskina po organizat︠s︡ionnomu voprosu,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,Russia,,,,,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,,,"Peskin, M.",,,,,,,,,,,,,,,,,,,,,"Propositions introduced to the Executive Committee of the New York Group, RSDRP, by Comrade M. Peskin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_muu,meltingpot_muu_000,,,omeka_517,,,,,,,,,,,,,,,Osoboe mnenie t. M. Peskina po organizat︠s︡ionnomu voprosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_12_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
,,item,,meltingpot_mvp,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1941-10-27,,,"October 27, 1941",Notice of an exhibition of gouaches and decorative arts by Simon Lissim,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,"""Exhibition of Individually Lighted Gouaches and Decorative Arts by Simon Lissim at the Galleries of Rudolf Wendel, 730 Fifth Avenue""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_mvp,meltingpot_mvp_000,,,omeka_803,,,,,,,,,,,,,,,Notice of an exhibition of gouaches and decorative arts by Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_24_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,,
,,item,,meltingpot_mza,Brander Matthews Dramatic Museum records,,,,photographs,,,,,,,,,1875,1926,inferred,Between 1875 and 1926,Jacob Adler,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photograph of Jacob Adler in costume,,"Adler, Jacob P., 1855-1926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falk,"Waldorf-Astoria Hotel (New York, N.Y.)",still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_mza,meltingpot_mza_000,,,omeka_723,,,,,,,,,,,,,,,Jacob Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_04_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
,,item,,meltingpot_nbl,,,,CLIO id: 5559787,books,,,,,,,,,1964,,,1964,"Kaddish, and other poems 1958-1960",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,San Francisco (Calif.),,English,,,,,,"Ginsberg, Allen, 1926-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Lights Books,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nbl,meltingpot_nbl_001,,,omeka_844,,,,,,,,,,,,,,,Title page with inscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_15_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ginsberg,,
,,item,,meltingpot_nbu,,,,,correspondence,,,,,,,,,1937-07-16,,,"July 16, 1937",Letter from Sol Hurok to the Musicians Committee for Aid to Spanish Democracy,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,Salzburg (Austria),,,,,English,,,,,,"Hurok, Sol, 1888-1974",,,,,,"Musicians Committee to Aid Spanish Democracy (New York, N.Y.)",,,,,,,,,,,,,,,,,,,,,"The Musicians Committee for the Aid to Spanish Democracy had asked Sol Hurok to join their group as a sponsor. In this letter, he agrees.",,"Musicians Committee for the Aid to Spanish Democracy (New York, N.Y.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Mr. Herman Reissig, 1942",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nbu,meltingpot_nbu_000,,,omeka_763,,,,,,,,,,,,,,,Letter from Sol Hurok to the Musicians Committee for Aid to Spanish Democracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_24_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
,,item,,meltingpot_nir,Hunt-Berol Sheet Music Collection,,,,music,,,,,,,,,1911,,,1911,Alexander's Ragtime Band,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,New York (N.Y.),,English,,,,,,"Berlin, Irving, 1888-1989",,,,,,,,,,,,,,,,,,,,,,,,,,,"“Alexander’s Ragtime Band is the real father of all ragtime, all jazz, all swing, and everything that is best in my collection of songs.” – Richard L. Simon

Sheet music.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Snyder Co. Music Publishing,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Mr. and Mrs. Alfred C. Berol, 1964 & 1966",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nir,meltingpot_nir_002,,,omeka_744,,,,,,,,,,,,,,,Pages 2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_13_02.jpg,filename,original filename: 4_13_03.jpg,filename,original filename: 4_13_04.jpg,filename,original filename: 4_13_05.jpg,filename,original filename: 4_13_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/berlin_astaire,,
,,item,,meltingpot_nog,Boris Sapir papers,,,,photographs,,,correspondence,,,,,,1916,1950-02-02,,"1916 ; February 2, 1950","Pavel Akselrod, Iulii Martov, and Aleksandr Martynov",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Zurich (Switzerland),,,New York (N.Y.),,Russia,,,,,,"Dan, Lidii︠a︡",,,,,,"Sapir, Boris",,,,,,,,,,,,,,,,,,,,,"Photo of Men’shevik leaders and accompanying explanatory note written by Lidiia Dan to Boris Sapir. The note describes a little quarrel between Martov and Aksel’rod caught on this photo.  

The photo was taken in Zurich in 1916, the note was written in New York on February 2, 1950.",,"Akselʹrod, P. B. (Pavel Borisovich), 1850-1928",,,,"Martov, L., 1873-1923",,,,,,,,,,,,,,,,,,"Martynov, A. S. (Aleksandr Samoĭlovich), 1865-1935",,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nog,meltingpot_nog_001,,,omeka_512,,,,,,,,,,,,,,,Photograph with explanatory note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_09_01.jpg,filename,original filename: 2_09_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/fighters,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,
,,item,,meltingpot_nve,Mirra Ginsburg papers,,,,photographs,,,,,,,,,1950,2000,inferred,Between 1950 and 2000,Mirra Ginsburg,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inscribed on verso: ""150 W 96 St 9-G New York, NY 10025-6469""

A distinguished translator from Russian and Yiddish, an active member of professional associations (American Translators Association, Authors Guild, Authors League of America, and PEN), a winner of numerous awards, and a devoted New Yorker, Mirra Ginsburg bridged  three cultures: Russian, Yiddish, and American.",,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nve,meltingpot_nve_000,,,omeka_685,,,,,,,,,,,,,,,Mirra Ginsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_01_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/writers,,
,,item,,meltingpot_nzy,,,,CLIO id: 4078597,photographs,,,,,,,,,1970,,,1970,Louis Zukofsky,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Charters, Ann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zukofsky, Louis, 1904-1978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_nzy,meltingpot_nzy_000,,,omeka_840,,,,,,,,,,,,,,,Louis Zukofsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_12_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/zukofsky,,
,,item,,meltingpot_oas,Mirra Ginsburg papers,,,,correspondence,,,,,,,,,1969-07-28,,,"July 28, 1969",Letter from Elena Sergeevna Bulgakova to Mirra Ginsburg,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Moscow (Russia),,,,,Russia,,,,,,"Bulgakova, E. S. (Elena Sergeevna)",,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,Elena Bulgakova writes to Mirra Ginsburg in appreciation for her newly published English translations of works by Mikhail Bulgakov. She had just received copies of them from the Grove Press. She also writes about Kornei Chukovskii’s high respect for her translations.,,"Bulgakov, Mikhail, 1891-1940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_oas,meltingpot_oas_001,,,omeka_701,,,,,,,,,,,,,,,Letter and envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_11_02.jpg,filename,original filename: 3_11_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_fatal_eggs,,
,,asset,meltingpot_nbl,meltingpot_nbl_007,,,omeka_843,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_15_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ginsberg,,
,,item,,meltingpot_ona,Koshko Family Memoirs,,,,manuscripts,,,,,,,,,1911,1929,inferred,between 1911 and 1929,Poslednee slovo po Delu Beilisa,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,Russia,,,,,,"Koshko, A. F. (Arkadiĭ Frant︠s︡evich), 1867-1928 or 1929",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkadii Frantsevich Koshko was a chief of Moscow Criminal Investigation Department. This excerpt from his memoirs concerns the Beilis ritual murder case. On March 20, 1911, the mutilated body of a twelve-year-old boy was discovered in a cave near Kiev, Ukraine. Although a police investigation pointed to a gang of thieves, pressure from anti-Semitic organizations led to the arrest of a Jewish scapegoat, Menahem Mendel Beilis. The Beilis trial attracted worldwide attention, inspiring protests and public outcries by political leaders, artists, clergymen, and many others. Beilis was imprisoned for more than two years, found not guilty, and with his family left Russia for the Land of Israel. In 1920 he settled in the United States. He died in 1934 in New York and was buried in the Bronx.",,"Beĭlis, Mendelʹ, 1874-1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchase,ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ona,meltingpot_ona_001,,,omeka_465,,,,,,,,,,,,,,,"Frontispiece, pages 1-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_14_01.jpg,filename,original filename: 1_14_02.jpg,filename,original filename: 1_14_03.jpg,filename,original filename: 1_14_04.jpg,filename,original filename: 1_14_05.jpg,filename,original filename: 1_14_06.jpg,filename,original filename: 1_14_07.jpg,filename,original filename: 1_14_08.jpg,filename,original filename: 1_14_09.jpg,filename,original filename: 1_14_10.jpg,filename,original filename: 1_14_11.jpg,filename,original filename: 1_14_12.jpg,filename,original filename: 1_14_13.jpg,filename,original filename: 1_14_14.jpg,filename,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/koshko,,
,,item,,meltingpot_onr,Jane Howard papers,,,,correspondence,,,,,,,,,1962-02-05,,,"February 5, 1962",Letter from Sophie Tucker to Jane Howard,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Tucker, Sophie, 1884-1966",,,,,,"Howard, Jane, 1935-",,,,,,,,,,,,,,,,,,,,,"In April 1963, a Broadway musical entitled Sophie opened with Libi Staiger in the title role, based on Sophie’s early life until 1922. It closed after eight performances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Jane Howard 1979, 1985, 1987, 1996",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_onr,meltingpot_onr_001,,,omeka_733,,,,,,,,,,,,,,,"Two pages, front and back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_08_02.jpg,filename,original filename: 4_08_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,,
,,item,,meltingpot_ooo,Mirra Ginsburg papers,,,,manuscripts,,,,,,,,,1950,2000,inferred,Between 1950 and 2000,Jewish Writer and a Yiddish Writer,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Singer, Isaac Bashevis, 1904-1991",,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,"Isaac Bashevis Singer often signed his journalistic fiction ""Isaac Warshawsky""

Typescript of Mirra Ginsburg's translation of Isaac Singer's essay, with corrections written in red ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ooo,meltingpot_ooo_001,,,omeka_855,,,,,,,,,,,,,,,8 pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_15_01.jpg,filename,original filename: 3_15_02.jpg,filename,original filename: 3_15_03.jpg,filename,original filename: 3_15_04.jpg,filename,original filename: 3_15_05.jpg,filename,original filename: 3_15_06.jpg,filename,original filename: 3_15_07.jpg,filename,original filename: 3_15_08.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
,,item,,meltingpot_oui,Zosa Szajkowski Collection,,,,printed ephemera,,,,,,,,,1910,1920,inferred,1910 to 1920,Grazhdane Evrei,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,Russia,,,,,,Central Jewish Committee for Help Victims of the War,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appeal by the Central Jewish Committee for Help Victims of the War, addressed to the ""Jewish Citizens"". The Committee is asking for assistance for victims of the numerous pogroms in Tsarist Russia.",,,,,,,,,,,,,,,,,,,,,Pogroms--Russia,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_oui,meltingpot_oui_000,,,omeka_473,,,,,,,,,,,,,,,Grazhdane Evrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_07_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
